,TweetId,Replyto,conversationId,username,rawContent,language,date,location,likeCount,replyCount,retweetCount,followersCount,renderedDescription,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,url,hashtags,source
179,1344779079376101377,,1344779079376101377,Chris_Punter,Here to Manchester United and many more moments where I question why I support them. #21in21,en,2020-12-31 22:54:51+00:00,Somerset,0,1,0,398,09/01/14 © MUFC 🔴,898,7466,12671,3,296,https://twitter.com/Chris_Punter/status/1344779079376101377,['21in21'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
180,1344779022987911169,,1344779022987911169,cbj622w,"2 things I want in 2021 
Gigs
Manchester United win the premier league",en,2020-12-31 22:54:38+00:00,"Liverpool, England",12,3,0,7475,Gig junkie grassroots music and venues email  edwinwatkinse32@gmail.com and host of the alternative revolution on @bluetorchradio #tunearmy,5221,199878,7380,35,2638,https://twitter.com/cbj622w/status/1344779022987911169,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
181,1344778870474510338,,1344778870474510338,KompasBola,Sikap Manchester United Usai Edinson Cavani Dijatuhi Hukuman oleh FA https://t.co/UdSabIsY7E,in,2020-12-31 22:54:02+00:00,"Jakarta, Indonesia",0,0,0,1680343,"Official Twitter Page of KompasBola, soccer channel by KOMPAS.com",73,234709,18,1402,5087,https://twitter.com/KompasBola/status/1344778870474510338,,"<a href=""http://bola.kompas.com"" rel=""nofollow"">KOMPAS.com. .</a>"
182,1344778850958536705,,1344778850958536705,detikcom,"Manchester United kembali masuk dalam persaingan gelar Liga Inggris. Ada revolusi mental di dalam skuad, yang membuat mereka tampil beringas musim ini. https://t.co/Wljx47BW8q",in,2020-12-31 22:53:57+00:00,"Jakarta, Indonesia",37,15,4,19991178,Official Twitter of detik.com. redaksi@https://t.co/jtXZ3Wuovn | promosi@https://t.co/jtXZ3Wuovn | Android: detik.com/android iPhone: detik.com/iphone,35,2183260,1472,13283,413809,https://twitter.com/detikcom/status/1344778850958536705,,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>"
183,1344778762009927687,1.344776637611733e+18,1344776637611732998,ButchersMate,@FabrizioRomano Fabrizio can you tell us anything about potential targets for Manchester United?,en,2020-12-31 22:53:36+00:00,"North West, England",0,0,0,209,"#GlazersOut all day everyday
I waffle shit about United and wrestling follow me if you want",214,5233,1468,5,197,https://twitter.com/ButchersMate/status/1344778762009927687,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
184,1344778602118860801,1.344777395614716e+18,1344777395614715904,Ahnice_Mo,@Aubameyang7 @afclewis9 Come to Manchester United,en,2020-12-31 22:52:58+00:00,Inside your mom,2,5,0,3488,my thoughts will probably offend you... sometimes a troll,1610,33968,38870,6,9910,https://twitter.com/Ahnice_Mo/status/1344778602118860801,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
185,1344778538180816898,1.344776637611733e+18,1344776637611732998,mdt_2013,@FabrizioRomano Happy new year 👊🏿. Any Manchester United news?,en,2020-12-31 22:52:42+00:00,,0,0,0,63,Legalise black,136,1258,5833,1,156,https://twitter.com/mdt_2013/status/1344778538180816898,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
186,1344778535819497472,1.3447780509705216e+18,1344776683254067202,Tall_kennydark,@Lerin_OG I survive on Manchester United's tears,en,2020-12-31 22:52:42+00:00,"Abeokuta, Nigeria",0,0,0,180,"Check Again It's Your Friendly Neighbour 🇳🇬
||Chelsea💙 Stan Till Death💙💙💙
Woh Sky is The Limit, abeg Give up you sef don try.",254,1422,2062,0,55,https://twitter.com/Tall_kennydark/status/1344778535819497472,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
187,1344778286820446210,,1344778286820446210,rdixhuiit,Si Manchester United n'est pas champion d'Angleterre je suis la plus grosse salope de ce réseau de merde,fr,2020-12-31 22:51:43+00:00,Renato à Old Trafford,3,0,0,618,Ce que j'étais a fait de moi ce que je suis 🫂,284,67270,1096,5,6593,https://twitter.com/rdixhuiit/status/1344778286820446210,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
188,1344778218520375302,,1344778218520375302,valen_txt,Los del manchester united se tienen que cantar el proximo partido la cancion de los negros de Casanova,es,2020-12-31 22:51:26+00:00,nose hay un par de arboles,0,0,0,293,"λ
Analista experto del arte de observar 2 señores resolver sus conflictos mediante el uso de los puños.
𝘐𝘵'𝘴 𝘯𝘰𝘵 𝘢 𝘭𝘪𝘦 𝘪𝘧 𝘺𝘰𝘶 𝘣𝘦𝘭𝘪𝘦𝘷𝘦 𝘪𝘵",1292,73612,209530,1,1896,https://twitter.com/valen_txt/status/1344778218520375302,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
189,1344778168343945216,,1344778168343945216,andrew_wall,Thank you Manchester United for being there for all of us fans. You have seen through these tough times. We cannot wait for the day when we are all back inside Old Trafford to show our appreciation for the club we love. ❤️ #MUFC 🇾🇪,en,2020-12-31 22:51:14+00:00,"West Midlands, England",4,0,0,1772,"🇾🇪 | @ManUtd / @ManUtdWomen Season Ticket Holder
🔴 | @StourbridgeWFC fan
🗣️ | Contributor @allforunited @allforunitedwfc 📝 | Writer for @StretfordPaddck",2543,11624,16305,21,1716,https://twitter.com/andrew_wall/status/1344778168343945216,['MUFC'],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
190,1344778128565133314,,1344778128565133314,Lolyclus,Man loves Manchester United with his whole heart,en,2020-12-31 22:51:05+00:00,,0,0,0,948,Serve yourself.,1277,9289,37889,0,58,https://twitter.com/Lolyclus/status/1344778128565133314,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
191,1344778014891106309,1.344776637611733e+18,1344776637611732998,Football_Sean1,@FabrizioRomano At 12:01 Manchester United should be offering David Alaba a contract!,en,2020-12-31 22:50:38+00:00,,0,0,0,235,A Football Einstein. Your opinion won’t change mine,295,7839,7921,1,319,https://twitter.com/Football_Sean1/status/1344778014891106309,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
192,1344777981433163776,1.344776637611733e+18,1344776637611732998,_bolasvn,@FabrizioRomano Thank you for everything you do for we fans! We hope to hear news from Manchester United &amp; Aaron soon! From Nigeria with love ❤️! Happy new year 🎈,en,2020-12-31 22:50:30+00:00,,0,1,0,995,creator,210,29957,25290,1,99,https://twitter.com/_bolasvn/status/1344777981433163776,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
193,1344777924428369921,1.3447767570277335e+18,1344776757027733505,riete_jopetas,"Un ladrón, como en las películas, con una media en la cabeza, así que me armé con un bate de béisbol del Manchester United, para defenderme... 🤪, me acerqué sigilosamente al ""ladrón"" con el bate en posición de ""te vas a ir calentito""...",es,2020-12-31 22:50:16+00:00,Por aquí. ,1,1,0,89,FOFA,112,8790,16602,1,792,https://twitter.com/riete_jopetas/status/1344777924428369921,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
194,1344777919571390465,1.344757868386513e+18,1344757868386512898,matayimic,@ManUtd Happy New year to Manchester United family; I wish us to win this season’s Premier league; FA Cup; Carabao Cup; Europa league.,en,2020-12-31 22:50:15+00:00,,0,0,0,525,,1940,4077,95397,0,15,https://twitter.com/matayimic/status/1344777919571390465,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
195,1344777865854767105,,1344777865854767105,KompasBola,Mantan Manajer Manchester United Meninggal Dunia https://t.co/GXWoGPBt9d,in,2020-12-31 22:50:02+00:00,"Jakarta, Indonesia",0,0,0,1680343,"Official Twitter Page of KompasBola, soccer channel by KOMPAS.com",73,234709,18,1402,5087,https://twitter.com/KompasBola/status/1344777865854767105,,"<a href=""http://bola.kompas.com"" rel=""nofollow"">KOMPAS.com. .</a>"
196,1344777865154469890,,1344777865154469890,LeolucaRandisi,"@ScottishMurmurs I like winning teams Yankees, Notre Dame Football also teams with history so I made this purchase, Manchester United hat, https://t.co/l4stSyz0BB",en,2020-12-31 22:50:02+00:00,Punta Gorda FL,0,0,1,1587,"Born In Staten Island NY, lived most of my Life In Olney MD and Frederick MD   @Yankees @Giants #TogetherBlue",4969,45782,11802,5,4267,https://twitter.com/LeolucaRandisi/status/1344777865154469890,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
197,1344777603228594176,1.3447195329932247e+18,1344719532993224704,TH14BANG,@goal The Manchester United Portuguese,en,2020-12-31 22:49:00+00:00,,0,0,0,116,"• Football Addict 
• Biggest fan of Real Madrid CF👑🇪🇦 in RSA.",330,1170,5217,0,44,https://twitter.com/TH14BANG/status/1344777603228594176,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
198,1344777505945899009,,1344777505945899009,Vulcanojeh,El Manchester United hunde al Barça y a Messi con estos dos fichajes https://t.co/HHGMlapVYP vía @DonBalon,es,2020-12-31 22:48:36+00:00,,0,0,0,38,,2,83985,0,0,19520,https://twitter.com/Vulcanojeh/status/1344777505945899009,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
199,1344777419119595522,,1344777419119595522,scotnews_edits,Tommy Docherty dead aged 92 as former Manchester United and Scotland boss passes away - Daily Record https://t.co/7RcEHjZpWy https://t.co/naOJk3tL1X,en,2020-12-31 22:48:16+00:00,,0,0,0,448,"Tracking the edits of Scottish news online. On time,  not 41 hours early and whining",78,215677,0,5,214048,https://twitter.com/scotnews_edits/status/1344777419119595522,,"<a href=""https://github.com/docnow/diffengine"" rel=""nofollow"">bbcscot_edits</a>"
200,1344777310667497472,,1344777310667497472,goonrdolly,Former Manchester United and Scotland manager Tommy Docherty dies aged 92 https://t.co/qCYW39esDp,en,2020-12-31 22:47:50+00:00,nottingham uk,0,0,0,1929,"father,Amateur astronomer,photography,guitarist,gamer, arsenal,Barca,boxing ,golf,rock blues and jazz fan",4924,18434,206,49,1970,https://twitter.com/goonrdolly/status/1344777310667497472,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
201,1344777126063517696,1.344776637611733e+18,1344776637611732998,Laxix6,@FabrizioRomano Manchester United news ?,en,2020-12-31 22:47:06+00:00,In the hollow of his hands,4,4,0,15955,Do you Hate me?,2933,159490,53212,50,4148,https://twitter.com/Laxix6/status/1344777126063517696,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
202,1344776981284614146,,1344776981284614146,SirAlexStand,Ole Gunnar Solskjaer’s one win off the top spot… Manchester United are the real deal  https://t.co/U5F4219cSy,en,2020-12-31 22:46:31+00:00,,19,0,1,176522,#MUFC fan account providing news feed. news poted from various sites. #manutd #utd #united #manchester,12677,200710,46,486,26308,https://twitter.com/SirAlexStand/status/1344776981284614146,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>"
203,1344776944857047047,,1344776944857047047,Asande_M_,A Manchester United win today🙏🏾🕯🕯,en,2020-12-31 22:46:23+00:00,Johannesburg||Newcastle,0,1,0,200,GGMU❤️Fuck it. We ball,244,19778,43227,0,569,https://twitter.com/Asande_M_/status/1344776944857047047,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
204,1344776882420641796,1.344776637611733e+18,1344776637611732998,aymanmoha10,@FabrizioRomano Manchester United so shit at transfer they might just buy 2020,en,2020-12-31 22:46:08+00:00,The 6ix,0,0,0,20,Ole’s @THE wheel. tell me how good does it feel?,137,3311,2467,1,158,https://twitter.com/aymanmoha10/status/1344776882420641796,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
205,1344776856461983744,,1344776856461983744,PaedoAbuseLiars,Tommy Docherty: Former Man Utd and Scotland boss dies: Former Manchester United and Scotland manager Tommy Docherty dies at the age of 92 following a long illness. https://t.co/GfC1MnyhFA,en,2020-12-31 22:46:01+00:00,Everywhere,0,0,0,442,"We are Anonymous, 
 We are Legion, 
 We do not Forgive, 
 We do not Forget, 
 Expect us! Steven Rudderham's murder will never be forgotten.",11,305104,0,79,303,https://twitter.com/PaedoAbuseLiars/status/1344776856461983744,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
206,1344776855899889665,,1344776855899889665,KompasBola,Manchester United Masih Butuh Mentalitas Ronaldo https://t.co/9h1l36BVoT,in,2020-12-31 22:46:01+00:00,"Jakarta, Indonesia",1,0,0,1680343,"Official Twitter Page of KompasBola, soccer channel by KOMPAS.com",73,234709,18,1402,5087,https://twitter.com/KompasBola/status/1344776855899889665,,"<a href=""http://bola.kompas.com"" rel=""nofollow"">KOMPAS.com. .</a>"
207,1344776795388858369,,1344776795388858369,YoSoyElYeye,"Bruno Fernandes está una jornada tras otra en el XI de la Premier, y le ha dado un lavado de cara al Manchester United.",es,2020-12-31 22:45:47+00:00,Esperando el nuevo mundo 🌅,0,0,0,930,28 inviernos |👔|🎮|🏎|⚽️|🔴⚫️😈|🔴⚪️🌳🐻|🎤🐓|14-03-10|05-05-13|18-11-15|16-07-17,289,16653,45407,6,844,https://twitter.com/YoSoyElYeye/status/1344776795388858369,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
208,1344776740971884546,1.3447764867048448e+18,1344774574215458817,Aminho_7,@Diidiiix @keanologik__ manchester united ? non plus,fr,2020-12-31 22:45:34+00:00,Parc des Princesses,0,0,0,2364,@PSG_Inside X @ENMaroc,357,79111,298788,14,2719,https://twitter.com/Aminho_7/status/1344776740971884546,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
209,1344776700559765504,,1344757868386512898,WilsonMbasu,@fcbmessifc10 @ManUtd Manchester United doesnt care abt u we only care dat u will eventually shut the fuck up we keep on moving on in 21,en,2020-12-31 22:45:24+00:00,"Busia, Kenya",0,0,0,27,,70,62,94,0,0,https://twitter.com/WilsonMbasu/status/1344776700559765504,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
210,1344776617961410560,1.344613947064914e+18,1344613947064913925,Mrtee5006,@xGPhilosophy Manchester United (1.08) - Aston Villa (1.59),en,2020-12-31 22:45:05+00:00,"Lagos, Nigeria",0,0,0,1373,"Business Oriented/Political observer/Realtor/ Muslim/Football Lover/ Arsenal fan/C.E.O of Xtra-links Business Hub. 
Email:adekunlebabatunde090@gmail.com.",5000,22909,67628,0,241,https://twitter.com/Mrtee5006/status/1344776617961410560,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
211,1344776597333798915,,1344776597333798915,LivEchoLFC,"It means #LFC will have a free week heading into the clash with Manchester United next month

https://t.co/4djYaMcfiO",en,2020-12-31 22:45:00+00:00,Liverpool,37,6,1,997710,"Liverpool FC news from the Liverpool ECHO. #LFC
YouTube - bit.ly/BloodRedYT
News - bit.ly/LIV-News-Daily",650,486322,1451,4037,78811,https://twitter.com/LivEchoLFC/status/1344776597333798915,['LFC'],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
212,1344776478978924545,,1344776478978924545,Damian_83___,"#ManchesterUnited I believe the whole team should it used this tag.
           #GraciasNegrito",en,2020-12-31 22:44:31+00:00,,5,0,0,68,,572,2397,9163,0,52,https://twitter.com/Damian_83___/status/1344776478978924545,"['ManchesterUnited', 'GraciasNegrito']","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
213,1344776394136563712,1.344758081511682e+18,1344758081511682052,luckylukell,"@flossybball Happy new year to you luv , and all the manchester United fans on here, sometimes it's been better reading your tweets during game time than watching our games",en,2020-12-31 22:44:11+00:00,Cape Town,1,1,0,1271,God. love...Matt 4v4.   osteogenesis imperfecta OI foundation..Mufc.,2023,6829,2186,19,138,https://twitter.com/luckylukell/status/1344776394136563712,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
214,1344776345721724933,,1344776345721724933,rumorstransfers,Manchester United are still interested in signing Jack Grealish despite the collapse of his move from Aston Villa in September.(daily mail),en,2020-12-31 22:44:00+00:00,"Barca treble 2009,15 🏆🏆🏆(ALW replies) ",1,0,0,5768,"Keep up with the latest transfer news  right here! rumours ,gossip from Euro,EFL,MLS ,South America newspapers  around the web, scout talents, quizzes 24/7📰⚽️",5122,100815,75658,64,8440,https://twitter.com/rumorstransfers/status/1344776345721724933,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
215,1344776242877378571,,1344776242877378571,AndileMlondo,Anyway Manchester United Football Club is playing tonight. #MUFC,en,2020-12-31 22:43:35+00:00,"Johannesburg, South Africa",0,0,0,7839,"Mgenge, Nongalo, Nodungandaba, Sakh' umuzi ngomkhonto. Nogwaj' ozikhundlakhundla;esinye esokulala esinye esokwethamela! Child of God! #Tifosi #MUFC",2314,188855,83099,35,7722,https://twitter.com/AndileMlondo/status/1344776242877378571,['MUFC'],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
216,1344776237462515716,,1344776237462515716,Paynekila,HAPPY NEW YEAR EVERYONE BUT A ESPECIALLY ONE GOES TO MY FELLOW WONDERFUL MANCHESTER UNITED FANS !!!,en,2020-12-31 22:43:34+00:00,Global Son,0,0,0,2566,"Trust in GOD ONLY || Keep Grinding || @HeartsOfOakGH @ManUtd  #Bitcoin 

accounts.binance.me/en/register?re…     #AshArmy",2646,25740,18331,3,690,https://twitter.com/Paynekila/status/1344776237462515716,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
217,1344776231112351754,,1344776231112351754,pablo0138,"Mañana 1 de enero

Sheffield w. Vs derby

Everton vs west Ham

3:00pm

Manchester united vs aston villa",en,2020-12-31 22:43:32+00:00,,0,0,0,3693,,4855,251530,213387,3,91717,https://twitter.com/pablo0138/status/1344776231112351754,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
218,1344775876358107136,,1344775876358107136,adedapoX,The next person the babe is dating is a downgrade. Worse than Manchester United Post-Fergie.,en,2020-12-31 22:42:08+00:00,,0,0,0,3855,Living vicariously through deadlines. #MUFC.,3675,297210,12078,30,4395,https://twitter.com/adedapoX/status/1344775876358107136,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
219,1344775852245069827,,1344775852245069827,shyam52982849,#ManchesterUnited #mufc,qht,2020-12-31 22:42:02+00:00,United Kingdom,0,0,0,2455,markets 📈 finance /politics/sport,4995,18627,20602,3,824,https://twitter.com/shyam52982849/status/1344775852245069827,"['ManchesterUnited', 'mufc']","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
220,1344775851372544000,,1344775851372544000,kompascom,Manchester United dinilai masih membutuhkan mentalitas Cristiano Ronaldo. https://t.co/WDPHTNOgxn,in,2020-12-31 22:42:02+00:00,Jakarta,6,1,0,8474797,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",30,2289865,159,10454,51394,https://twitter.com/kompascom/status/1344775851372544000,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
221,1344775770015731712,,1344775770015731712,1000_am,"POLÉMICA SANCIÓN

El delantero uruguayo del Manchester United, Edinson Cavani recibió una pena de 3 partidos por  escribir ""gracias negrito"" a un amigo en Instagram. Fue juzgado como racista. Cavani expresó que ""está en paz"", que acepta la decisión pero que no la comparte.#1000am https://t.co/fbLuBhLpsd",es,2020-12-31 22:41:42+00:00,Paraguay,19,0,4,198787,Cuenta oficial de Radio 1000 AM Asunción-Paraguay. Central de llamadas: 302-600 | HT: #1000am / #OyenteInforma,967,357354,1444,413,114111,https://twitter.com/1000_am/status/1344775770015731712,['1000am'],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
222,1344775689610948614,1.3445849650743828e+18,1344584965074382849,EyabeAlain,"@psgcommunity_ Neymar 
Diallo
Paredes 
Demi finale C1
Paris vs Manchester United 
13/20",fr,2020-12-31 22:41:23+00:00,Tunisie,0,0,0,107,entrepreneur,387,470,5639,0,29,https://twitter.com/EyabeAlain/status/1344775689610948614,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
223,1344775419241742336,,1344775419241742336,ForAnyEventUK,"HAPPY NEW YEAR EVERYONE. @ Manchester, United Kingdom https://t.co/WPgmjqPA0h",en,2020-12-31 22:40:19+00:00,"Manchester, England",0,0,0,191,"I provide Marquee hire, outdoor PA, DJs & Photographers. Proud Dad, Rugby Coach and player. Opinions are my Own. Failure is not an option.",2218,760,1161,0,152,https://twitter.com/ForAnyEventUK/status/1344775419241742336,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
224,1344775343174012929,,1344775343174012929,luke40846004,Wow can not believe it only started Tuesday and now have hit 300 followers if your a Manchester United Fan or not thank you so much means a lot 🔴⚽️,en,2020-12-31 22:40:01+00:00,,10,4,2,984,this is a place for united fans to discuss the games and players about Manchester United.followed by @johncena. everyone let’s @gnev2 to see me,2332,656,2766,1,111,https://twitter.com/luke40846004/status/1344775343174012929,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
225,1344775223925645312,,1344775223925645312,Palapatoto1,"MANCHESTER UNITED VS ASTON VILLA
02 JANUARY | 03.00 WIB

Betting Sekarang!!!!
Dengan 5 Ribu bisa Dapatkan JUTAAN RUPIAH di MIX PARLAY Bersama PALAPATOTO

INFO LANJUTAN :
LIVE CHAT 24 JAM
Twitter: Info News Palapatoto
Instagram : palapatoto_official
WA : +855 96 672 0374
#MUFC https://t.co/ldVdcRgsKu",in,2020-12-31 22:39:32+00:00,Indonesia,0,0,0,341,Slot Online | Togel Online | Taruhan Bola | Casino Online | Sabung Ayam Dalam 1 User ID PalapaTOTO Terpercaya Diseluruh Indonesia.,50,7205,33,2,6242,https://twitter.com/Palapatoto1/status/1344775223925645312,['MUFC'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
226,1344775223543926784,,1344775223543926784,gilabolacom,Edinson Cavani Dilarang Bermain Tiga Pertandingan Akibat Postingan Rasis di Instagram - Berita Bola https://t.co/l2F9utQCv6 #LigaInggris #EdinsonCavani #ManchesterUnited https://t.co/GQBntUm3Lm,in,2020-12-31 22:39:32+00:00,100% Made in Indonesia,1,0,0,10756,Gilabola.com porta berita bola terbaru dan terlengkap!,19,146929,624,30,48891,https://twitter.com/gilabolacom/status/1344775223543926784,"['LigaInggris', 'EdinsonCavani', 'ManchesterUnited']","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
227,1344775044900282368,,1344775044900282368,ahmed__almoataz,"كل سنه وانتم طيبين 😍

حصاد المانشستراوي في 2020 ..حصيلة مانشستر يونايتد سولشاير .. برونو الأفضل .. ماتش أستون فيلا

لينك الحلقة: https://t.co/FXxIWjAAue

#المانشستراوي #مانشستر_يونايتد #mufc #manchesterunited #bruno #برونو https://t.co/6mppK49syc",ar,2020-12-31 22:38:50+00:00,"5th settlement, Cairo, Egypt",26,2,3,17568,برنامج المانشستراوي على يوتيوب هو شغفي لينك القناة بالأسفل .. اكس محرر كرة إنجليزية في كايروستاديوم و سبورت 360 .. مشروع محلل سابقاً .. مهندس ميكانيكا,1205,20202,3855,117,3120,https://twitter.com/ahmed__almoataz/status/1344775044900282368,"['المانشستراوي', 'مانشستر_يونايتد', 'mufc', 'manchesterunited', 'bruno', 'برونو']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
228,1344774947332366337,1.3446318763681341e+18,1344631876368134151,TdawgTtv,@UtdBriian When will Liverpool realise they can never get as many premier League trophies as Manchester united,en,2020-12-31 22:38:26+00:00,Rent free in your head,0,0,0,60,Banned twice because yall cant handle the heat 🔥,64,2156,33638,2,106,https://twitter.com/TdawgTtv/status/1344774947332366337,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
229,1344774854105587712,,1344774854105587712,manutdnewsonly,"Ander Herrera on Cavani ban: ""If they ban you for that. The world is going to shit. Big hugs and stay strong Edi."" https://t.co/oC1SlIw4mK #UtdTalk #United #ManUTD #ManchesterUnited https://t.co/hgvQY22lGc",en,2020-12-31 22:38:04+00:00,,2,0,1,31462,Manchester United FC Fan Page. NOT linked to Official Club #UnitedArmy #RedDevils #MUFCFamily #MUFC #ManUTD #ManchesterUnited,5222,300740,37,166,83288,https://twitter.com/manutdnewsonly/status/1344774854105587712,"['UtdTalk', 'United', 'ManUTD', 'ManchesterUnited']","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>"
230,1344774835935862784,,1344774835935862784,PakPassionSport,"A three match ban and £100,000 fine has been imposed on Manchester United's Edinson Cavani for a social media post containing a Spanish phrase that is offensive in some contexts

#MUFC https://t.co/qA6sCOJBNp",en,2020-12-31 22:38:00+00:00,,0,0,0,4944,Official sports account of @PakPassion covering all non-cricketing sports. Follow for in-depth coverage of all sporting news and events from across the globe.,892,55520,68,124,23493,https://twitter.com/PakPassionSport/status/1344774835935862784,['MUFC'],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
231,1344774833175986176,1.3446318763681341e+18,1344631876368134151,TdawgTtv,@UtdBriian How many titles have Manchester United won,en,2020-12-31 22:37:59+00:00,Rent free in your head,0,0,0,60,Banned twice because yall cant handle the heat 🔥,64,2156,33638,2,106,https://twitter.com/TdawgTtv/status/1344774833175986176,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
232,1344774529374162944,,1344774529374162944,SirAlexStand,Manchester United still want £100m-rated Jack Grealish after move fell through in September https://t.co/TSSZbGRXcI,en,2020-12-31 22:36:47+00:00,,7,1,1,176522,#MUFC fan account providing news feed. news poted from various sites. #manutd #utd #united #manchester,12677,200710,46,486,26308,https://twitter.com/SirAlexStand/status/1344774529374162944,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>"
233,1344774253116338177,,1344774253116338177,IndyEspanol,Manchester United: De Gea considera que el equipo encontró una “mentalidad ganadora” https://t.co/CuJKT84QH6,es,2020-12-31 22:35:41+00:00,,0,0,0,4293,"Noticias confiables y de calidad del @Independent ahora en tu idioma. Aquí te brindamos lo último en noticias, política, entretenimiento, cultura y más.",11,95322,145,86,131,https://twitter.com/IndyEspanol/status/1344774253116338177,,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>"
234,1344774117661134848,,1344774117661134848,TwepsLucu,"Karena Diputuskan Kontraknya Oleh Manchester United, Michael Owen Mengaku Belum Bisa Move On #TwepsLucu",in,2020-12-31 22:35:09+00:00,,0,0,0,5724,,3063,19415,66,3,1,https://twitter.com/TwepsLucu/status/1344774117661134848,['TwepsLucu'],"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>"
235,1344774109826338816,,1344774109826338816,MarkPow54476896,"Wishing all Manchester United fans across the world a happy, peaceful and more hopeful 2021 . Like many I lost a parent this year, it hurts like hell, but believe in a brighter future. Love to you all 🔴⚪️⚫️⚽️",en,2020-12-31 22:35:07+00:00,"Chelmsford, East",1,0,0,341,"United fan for over 40 years, membership holder. Get to the Theatre of Dreams when tickets are available . Happily married with 3 kids. United till I die 🔴⚪️⚫️",558,781,20429,0,52,https://twitter.com/MarkPow54476896/status/1344774109826338816,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
